44,RECORRIDOS EN TRANVIA ,21.88071,-102.296105,1,0,1,"Plaza de la Patria s/n, Zona Centro, Aguascalientes, C.P. 20000, Tel: (449) 915-9504, 916-0051",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
45,TEATRO AGUASCALIENTES,21.857108,-102.291557,1,0,96,"Jose Maria Chavez y Segundo Anillo de Circunvalacion S/N, Jardines de La Asuncion, 20270 Aguascalientes, Tel: 52 449 978 5414",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
46,TEATRO VICTOR SANDOVAL ,21.876558,-102.303417,1,0,96,"Paseo de la Feria s/nAguascalientes,, Ags., Santa Rita, Guadalupe, Tel: 52 449 916 9002 ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
47,BARRANCA DE SANTIAGO ,21.882412,-102.319553,1,0,97,"Valle del Rio San Pedro, 20040 Aguascalientes, AGS, Mexico ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
48,CAMPAMENTO CREDES ,22.175563,-102.340149,1,0,18,"Pabellon de Hidalgo, AGUASCALIENTES, Tel: (449) 162 12 82",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
49,CAMPAMENTO JABALI,21.87056,-102.281881,1,0,18,"San Joaquin, Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
50,CAMPAMENTO LOS ALAMITOS ,21.890511,-102.31278,1,0,18,"Av. de la Convencion Pte. #1626 Fracc. La Concordia, Aguascalinetes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
51,CAMPAMENTO SUSKAA,21.874602,-102.293747,1,0,18,"Colon #611, El Encino, Aguascalientes, (449) 174-75-75",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
52,CENTRO ECOLOGICO NIDO DEL AGUILA ,21.876673,-102.310399,1,0,97,"Nicolas Ramirez No. 302, San Jose de Gracia, Aguascalinetes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
53,CERRO DEL MUERTO,21.868011,-102.259801,1,0,97,"Parque y Presa del Cedazo, 20256 Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
54,EJIDO ECOTURISTICO EL OCOTE,21.781181,-102.516703,1,0,97,22 Km. al suroeste de la Ciudad de Aguascalientes tomando la carretera a Villa Hidalgo,No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
55,LOS ALISOS ,21.742599,-102.717547,1,0,97,"Calvillo, Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
56,PARQUE AVENTURA BOCA DE TUNEL ,22.147622,-102.41297,1,0,97,"Boca de Tunel, Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
57,PRESA SAN BLAS,22.182001,-102.351578,1,0,97,"Presa San Blas, Aguascalinetes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
58,PRESA DE MALPASO,21.858432,-102.651622,1,0,97,"Malpaso, Ojo Caliente, Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
59,PRESA LOS ALAMITOS,21.732474,-102.713506,1,0,97,"Presa los Alamitos, Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
60,SIERRA DEL LAUREL ,21.847837,-102.727128,1,0,97,"Vista Hermosa, 20802 Calvillo, Aguascalinetes‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
61,SIERRA FRIA ,21.908669,-102.344409,1,0,97,"Sierra Fria, Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
62,TUNEL DE POTRERILLO,22.250335,-102.408478,1,0,97,"San Jose de Gracia, Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
63,AGUASCALIENTES GOTCHA ,21.914462,-102.304968,1,0,98,"Privada Valle de Guadalupe No. 108, Col. Fatima Aguascalientes, Ags.",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
64,CABAÑAS SIERRA DEL SOL ,21.846881,-102.718699,1,0,97,"Calvillo, Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
65,CAÑON DE HUIJOLOTES - LAS TAPIAS VIEJAS ,21.806534,-102.523994,1,0,97,"Arroyo Seco, Tapias Viejas, Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
66,PARQUE ACUATICO LA CUEVA,21.799352,-102.817968,1,0,6,"Carretera a presa de los Serna Km. 3 Calvillo, Aguascalientes. Tel cel: 045 (495) 106 04 67",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
67,PARQUE AVENTURA BOCA DE  TUNEL EXTREMO,22.147622,-102.41297,1,0,97,"Boca de Tunel, Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
68,ALAMEDA Y BAÑOS DE OJOCALIENTE ,21.883722,-102.269117,1,0,99,"Ejido Ojocaliente, 20198 Aguascalientes, AGS ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
69,ANTIGUO ARCHIVO HISTORICO ,21.881193,-102.292932,1,0,68,"Juan de Montoro 215, Zona Centro, 20000 Aguascalientes, Tel: 01 449 918 5521 ‎‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
70,ANTIGUO PALACIO LEGISLATIVO ,21.879202,-102.296644,1,0,59,Plaza Patria 109 Aguascalientes,No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
71,BIBLIOTECA JAIME TORRES BODET ,21.891567,-102.257098,1,0,57,"Andador Juarez 122, Centro, 20000 Aguascalientes, Tel: ‎01 449 918 1412 ",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
72,CASA DE CULTURA ,21.990845,-102.288756,1,0,8,"Juarez 410, Centro, 20300 San Francisco de Los Romo, Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
73,CASA TERAN ,21.883124,-102.296642,1,0,8,"Rivero y Gutierrez 110, Zona Centro, 20000 Aguascalientes ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
74,CATEDRAL BASILICA ,21.880775,-102.296794,1,0,25,"5 de Mayo, Zona Centro, Aguascalientes ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
75,CENTRO CULTURAL LOS ARQUITOS ,21.882706,-102.282241,1,0,8,"Alameda s/n esq. Heroe de Nacozari Barrio La Purisima CP 20000, Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
76,CENTRO DE ARTES VISUALES ,21.880481,-102.298766,1,0,8,"Venustiano Carranza 111, 20000 Aguascalientes ",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
77,CENTRO REGIONAL DEL INAH ,21.881282,-102.293211,1,0,8,"Juan de Montoro Jesús 226 Zona Centro CP 20000, Aguascalientes, Tels.: (449) 915 18 53, 916 85 50",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
78,MUSEO DE LA INSURGENCIA ,22.175719,-102.34078,1,0,68,"Plaza 24 de Enero No. 19, Pabellon de Hidalgo, 20671 Pabellon de Hidalgo, Aguascalientes ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
79,MUSEO FERROCARRILERO ,21.883931,-102.280324,1,0,68,"Avenida 28 de Agosto Sn, Barrio de la Estacion, 20000 Aguascalientes ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
80,PALACIO DEL GOBIERNO ,21.879968,-102.296118,1,0,59,"Plaza de la Patria S/N, Segundo Piso, Direccion de Informacion, 20000 Aguascalientes. Tel: 01 449 910 2110",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
81,PALACIO MUNICIPAL,21.88023,-102.295727,1,0,26,"Plaza Patria S/N, Zona Centro, Aguascalientes, Ags. C.P. 20000 ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
82,PARROQUIA DEL SAGRARIO ,21.880466,-102.297918,1,0,25,"Venustiano Carranza 103 Zona Centro, Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
83,PLAZA DE LA PATRIA Y EXEDRA ,21.880735,-102.296108,1,0,100,"5 de Mayo, Zona Centro, 20000 Aguascalientes, AGS ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
84,PLAZA DE LAS TRES CENTURIAS,21.883231,-102.279714,1,0,100,"Prol.Alameda, 20259 Aguascalientes, Tel: 01 449 994 2757",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
85,PLAZA DE SAN MARCOS ,21.896723,-102.310291,1,0,100,"AV CONVENCION NTE 2301SAN CAYETANO, AGUASCALIENTES",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
86,TEATRO MORELOS ,21.880324,-102.297068,1,0,96,"Nieto 113, Centro, 20000 Aguascalientes , Tel: 01 449 915 1941",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
87,TEMPLO DE GUADALUPE ,21.884936,-102.308661,1,0,25,"Guadalupe # 213, Col. Centro, Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
88,TEMPLO DE LA MERCED ,21.880386,-102.299657,1,0,25,"Venustiano Carranza 124 Col. Centro, Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
89,TEMPLO DE LA TERCERA ORDEN ,21.883946,-102.296449,1,0,25,"San Antonio, Zona Centro, 20000 Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
90,TEMPLO DE SAN ANTONIO ,21.88519,-102.291878,1,0,25,"Pedro Parga Nº 252 Zona Centro, Aguascalinetes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
91,TEMPLO DE SAN DIEGO ,21.884095,-102.296213,1,0,25,"Licenciado Benito Juarez, Zona Centro, 20000 Aguascalientes ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
92,TEMPLO DE SAN JOSE ,21.883254,-102.293402,1,0,25,"Miguel Hidalgo y Costilla, Zona Centro, Aguascalientes ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
93,TEMPLO DEL ROSALES ,21.877942,-102.299581,1,0,25,"Mariano Matamoros 201, Col. Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
94,TEMPLO DEL SAGRADO CORAZON DE JESUS ,22.146872,-102.278145,1,0,25,"Revolucion, Centro, Pabellon de Arteaga, Aguascalientes ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
95,TEMPLO DEL SEÑOR DEL ENCINO,21.87508,-102.293061,1,0,25,"Del Encino, Aguascalientes ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
96,TEMPLO LA PURISIMA,21.882547,-102.283987,1,0,25,Alameda (Glorieta de la Purisima),No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
97,TEPEZALA,22.224227,-102.17389,1,0,25,"Tepazala, Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
98,CALVILLO,21.846846,-102.71865,1,0,101,"Calvillo, Aguascalientes",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
99,REAL DE ASIENTOS ,22.238478,-102.089029,1,0,101,"Real de Asientos, Aguascalientos ",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
100,FERIA NACIONAL DE SAN MARCOS ,21.879242,-102.304669,1,0,95,"Los Laureles, Zona de La Feria, Aguascalientes ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
101,FESTIVAL CULTURAL DE CALAVERAS,21.876314,-102.296633,1,0,95,"Galeana Sur 329, 20000 Aguascalientes ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
102,CASA DE LA CULTURA ALTAMIRA ,32.52478,-117.05414,2,0,102,"Av. Paris 5 (esq. con Lisboa) Col. Altamira, CP 22120, Tijuana, Baja California",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
103,CENTRO ESTATAL DE LAS ARTES ,32.651535,-115.48571,2,0,102,"Colonia San Isidro, Mexicali, Baja California ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
104,SALA ANGUIANO ,32.639971,-115.467233,2,0,8,"Boulevard Lopez Mateos 1112, Nueva, 21100 Mexicali, Baja California ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
105,ASAO ,32.559221,-116.590179,2,0,2,"Calle Rio Yaqui 798, Esteban Cantú, Tecate, Baja California",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
106,BAJA MED,32.519388,-117.019204,2,0,2,"Av. Rio Yaqui #2969-B, Blvd. Agua Caliente, 22040 Tijuana, Baja California ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
107,BODEGAS DE SANTO TOMAS ,31.868255,-116.622782,2,0,2,"Miramar 666, Centro, 22800 Ensenada, Baja California ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
108,CAFE PARIS ,32.568733,-116.634907,2,0,2,"Tecate, Baja California.",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
109,CARRETILLAS DE OSTIONES O ALMEJAS ,31.859571,-116.606428,2,0,1,Puerto de Ensenada Baja California,No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
110,EL NIDO ,32.339143,-117.055906,2,0,2,"Benito Juarez 67, Centro, 22710 Rosarito, Baja California 01 661 612 1430",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
111,EL REY SOL,32.316696,-117.047769,2,0,2,"Del Rey Castillos del Mar, BC ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
112,LA CABAÑA DEL ABUELO ,32.502089,-117.042982,2,0,2,"Benito Juarez 1831, Centro, 22000 Tijuana, Baja California ‎",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
113,LA CASA DE LA LANGOSTA PUERTO NUEVO ,32.253168,-116.950163,2,0,2,"Avenida Renteria 3 Kilometro 44, Puerto Nuevo, 22710 Rosarito, Baja California ‎01 661 614 1072",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
114,LA CAVA DE MARCELO ,31.563,-116.1545,2,0,2,"Ensenada, Baja California ",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
115,LUGAR DE NOS ,32.572087,-116.645092,2,0,2,"Calle 15, 21440, Tecate Baja California ",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
116,MAMA ESPINOZAS ,30.058546,-115.725359,2,0,2,"El Rosario, BC, Carretera Federal 1, Baja California ",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
117,MERCADO NEGRO ,31.859626,-116.606411,2,0,1,"Ensenada, Baja California ",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
118,PUERTO NUEVO ,32.242797,-116.935002,2,0,2,"Puerto Nuevo, Baja California ",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
119,CASA DE DOÑA LUPE ,31.786351,-116.570237,2,0,103,"Domicilio Conocido Rancho la Botita S/n, Valle de Guadalupe, 22750 Ensenada, Baja California",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
120,POPOTLA ,32.504476,-117.010701,2,0,100,"Popotla, Chapultepec 22020 Tijuana, Baja California",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
121,VILLAS TIERRA SANTA ,31.863481,-116.613663,2,0,103,"Camino a Tierra Santa 3, Francisco Zarco, Ensenada, Baja California ",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
122,BAHIA TODOS SANTOS DIVERTIDO ,31.815589,-116.595149,2,0,104,"BAHIA TODOS SANTOS, ENSENADA, BAJA CALIFORNIA ",No hay Infromación del destino,0000-00-00 00:00:000,0000-00-00 00:00:000,1,3,,1
